id,organizationStatus,name,alternateName,description,email,website,taxStatus
3315,active,"Community Health Centers of South Central Texas, Inc. - Bastrop & Caldwell Counties",,Operates clinics in Bastrop and Caldwell Counties offering health services and basic dental services.,,https://communityhealthtx.com,"[""Nonprofit - Incorporated""]"
3342,active,Community Pathways Organization (CPO),,Provides youth and young adults with guidance and assistance to services.,,https://www.cpotx.org,"[""Nonprofit - Incorporated""]"
3346,active,"Community Resource Centers of Texas, Inc. (CRC)",Family Resource Center; Family Service Center/Family Services Center; Highland Lakes/Hill Country Long Term Recovery Committee,"Operates Community Resource Centers in Blanco, Burnet, Llano, and Williamson Counties.",,https://crctx.org,"[""Nonprofit - Incorporated""]"
3370,active,CommUnityCare,CommUnity Care; CommUnityCare Clinics; HHSC Family Clinical Services Section,"Provides medical care, dental care, behavioral health care and specialty services for Travis County residents.",,https://communitycaretx.org/,"[""Nonprofit - Incorporated""]"
3376,active,"Company of Rock House, Inc.",,Offers a residential living and training program for adults with developmental disabilities.,michelle-wright@rockhouses.org,https://www.rockhouses.org,
3392,active,Computers for the Blind,,"Provides computer equipment, software, and training to individuals who are blind or visually impaired. Each computer is refurbished and has accessibility software installed to help clients navigate the computer.",,https://computersfortheblind.org/,"[""Nonprofit - Incorporated""]"
3394,active,Con Mi MADRE,Mothers and Daughters Raising Expectations,"Offers a two-generational program to empower young Latinas and their mothers. The program includes educational and support services that increase preparedness, participation, and success in postsecondary education.Con Mi MADRE translates to with my mother.",,https://www.conmimadre.org,"[""Nonprofit - Incorporated""]"
3414,active,"Connections Individual and Family Services - Bastrop, Caldwell, and Lee Counties","Services to At Risk Youth; Connections Individual and Family Services, Inc.",Offers counseling services and a prevention program for youth and their families.,,https://www.connectionsifs.org,"[""Nonprofit - Incorporated""]"
3425,active,Consulate General of Mexico in Austin,Consulado General de Mexico; Consulate of Mexico; Mexican Consulate,Provides services for Mexican nationals living in the United States.,atencionciudadanasre@sre.gob.mx,https://consulmex.sre.gob.mx/austin/,"[""Government - Federal""]"
3460,active,Consumers Union,,Consumers Union is the policy and action division of Consumer Reports.,,https://www.consumersunion.org,"[""Nonprofit - Incorporated""]"
3483,active,Cooking Up English,,,info@cookingupenglish.org,https://www.cookingupenglish.org,"[""Nonprofit""]"
3489,active,Coordinated Assessment - Austin,"Ending Community Homelessness Coalition - ECHO  Austin, Coordinated Entry; Ending Community Homelessness Coalition -ECHO  Austin",Provides a list of agencies providing Coordinated Assessment services to the public and their clients.,,,"[""Coalition""]"
3504,active,Cornell University,College of Veterinary Medicine,Provides Support and Literature relating to pet loss and grief.,,https://www.vet.cornell.edu/,"[""Nonprofit - Incorporated""]"
3509,active,Cornerstone Financial Education,Cornerstone; CSFEDU,"Provides financial education and counseling on credit, budgeting, home buying, bankruptcy, foreclosure prevention, banking, youth financial education and debt management. Educates the public about financial responsibility and provides a low-cost debt management service for consumers with high credit card debt.",,https://www.csfedu.org,"[""Nonprofit""]"
3533,active,Coronavirus Disease 2019 (COVID-19),,Coronavirus Disease 2019 (COVID-19),,,"[""None or unknown""]"
3535,active,Coronavirus Disease 2019 (COVID-19) - South Central,,Serves as a miscellaneous agency for COVID-19 program records.,,,"[""Coalition""]"
3548,active,Corporate Lodging Consultants (CLC),,Contracted by FEMA to administer Emergency Lodging Assistance (ELA) Program.,,https://ela.corplodging.com/,"[""None or unknown""]"
3549,active,Corporation for National and Community Service (CNCS),,"Engages Americans in service through multiple volunteer programs including: Senior Corps, AmeriCorps, the Social Innovation Fund, the Volunteer Generation Fund, and more.",,https://www.nationalservice.gov,"[""Government""]"
3583,active,Cost Plus Drug Company,"Cost Plus Drugs, CostPlus","Offers safe, affordable prescription medications at the lowest possible price.",,https://costplusdrugs.com/,"[""Commercial""]"
3589,active,Council Of Better Business Bureaus,,"The national umbrella organization for the North American system of Better Business Bureaus. Serves as the network for for the BBBs in the U.S., Canada, and Mexico. Works to foster honest and responsive relationships between businesses and consumers.",,,"[""Nonprofit""]"
3591,active,Council on At-Risk Youth,Council on At-Risk Youth,,,https://www.cary4kids.org,"[""Nonprofit - Incorporated""]"
3592,active,Council on At-Risk Youth,CARY; Institute for Weapon-Free Youth former name,"Provides intervention services for at-risk students who are part of the school disciplinary system. Also provides research, public education and advocacy regarding youth violence prevention.",,https://www.cary4kids.org,"[""Nonprofit - Incorporated""]"
3604,active,Coupland Independent School District (CISD),Coupland ISD,Serves as the administrative office for Coupland Independent School District.,,https://www.couplandisd.org,"[""Special District""]"
3637,active,CPR Resources,,"Offers low-cost health education and emergency training, including CPR and first aid classes, to health professionals and community members.",,https://www.cpr-resources.com,"[""Commercial""]"
3652,active,Creative Action,,"Offers a variety programs to enhance the academic, social, and emotional development of young people through artistic expression.",info@creativeaction.org,https://www.creativeaction.org,"[""Nonprofit - Incorporated""]"
3662,active,Cribs for Kids,,Supports families with obtaining a separate safe sleeping space for their baby. Provides education to the public about the importance of infant safe sleep. Partners with local agencies to distribute Cribs for Kids Cribette Portable Cribs to their communities.,,https://cribsforkids.org/,"[""Nonprofit - Incorporated""]"
3664,active,Crisis Bread Basket,Wimberley Crisis Bread Basket,Provides a weekly food pantry and holiday meal assistance.,,https://www.crisisbreadbasket.com,"[""Nonprofit - Incorporated""]"
3677,active,Crisis Text Line,,Supports people in crisis through text messaging.,,http://www.crisistextline.org/,"[""Nonprofit - Incorporated""]"
3701,active,Cross Creek Hospital,,"Cross Creek Hospital is an inpatient treatment center for children, adolescents, and adults who are struggling with a wide variety of mental health concerns. Cross Creek provides patients with comprehensive inpatient care that focuses on facilitating stabilization and increasing personal growth. It is the goal of this treatment program to improve functioning and instill new skills that will promote a higher quality of life. The expert clinical staff members employed at Cross Creek are dedicated to delivering the best possible care, while treating patients with the utmost dignity and respect that they deserve. Treatment is composed of evidence-based approaches and holistic therapies that allow each one of our patients the opportunity to achieve long-lasting recovery. If you or a loved one is struggling with a mental health disorder such as depression, anxiety, depression, or dementia, please call our admissions staff today to complete an initial confidential assessment, free of charge. We are available 24 hours a day, 7 days a week to take your call. By completing an initial assessment, our team of experienced clinical professionals will be able to recommend a level of care that is most appropriate for addressing your concerns, ensuring that you will get the treatment you need.",,https://www.crosscreekhospital.com,"[""Private Practice""]"
3759,active,CVS Pharmacy,,Offers COVID-19 testing and vaccinations throughout the State of Texas.,,https://www.cvs.com,"[""Commercial""]"
